"brand","model","color","registration_date","year","price_in_euro","power_kw","power_ps","transmission_type","fuel_type","fuel_consumption_l_100km","mileage_in_km","offer_description","length_offer_description"
"alfa-romeo","Alfa Romeo 159","silver","2006-05-01","2006","2006.0","136","136","Manual","Petrol","9.4","245000","2.2 JTS 16V Distinctive","23"
"alfa-romeo","Alfa Romeo 147","silver","2006-04-01","2006","2006.0","110","110","Manual","Diesel","5.2","236000","1.9 JTD 16V M-Jet Distinctive","29"
"alfa-romeo","Alfa Romeo 166","silver","2006-03-01","2006","2006.0","132","132","Manual","Diesel","7.5","185000","2.4","3"
"alfa-romeo","Alfa Romeo 147","silver","2006-06-01","2006","2006.0","77","77","Manual","Petrol","8.2","142000","1.6 16V TS ECO Progression **Klima**","36"
"alfa-romeo","Alfa Romeo Spider","blue","2007-03-01","2007","2007.0","136","136","Manual","Petrol","9.2","94000","Spider 2.2 JTS 16V","18"
"alfa-romeo","Alfa Romeo GT","blue","2007-08-01","2007","2007.0","122","122","Automatic","Petrol","8.7","131847","2.0 JTS Selespeed Distinctive Collezione blue","45"
"alfa-romeo","Alfa Romeo 159","grey","2007-10-01","2007","2007.0","110","110","Automatic","Diesel","7.1","141000","1.9 JTDM 16V DPF Q-Tronic ti","28"
"alfa-romeo","Alfa Romeo Brera","grey","2007-06-01","2007","2007.0","136","136","Manual","Petrol","9.4","96000","2.2 JTS 16V Sky View*MwSt*","26"
"alfa-romeo","Alfa Romeo 159","grey","2007-11-01","2007","2007.0","118","118","Manual","Petrol","8.8","121712","Sportwagon Progression*2Vorb*Servicegep","39"
"alfa-romeo","Alfa Romeo Spider","grey","2007-09-01","2007","2007.0","147","147","Manual","Diesel","6.8","33000","2.4 JTD 20V Exclusive Spider (177)","34"
"alfa-romeo","Alfa Romeo Spider","grey","2007-05-01","2007","2007.0","147","147","Manual","Diesel","6.8","105717","2.4 JTD 20V Exclusive LEDER-NAVI","32"
"alfa-romeo","Alfa Romeo 159","red","2007-06-01","2007","2007.0","191","191","Automatic","Petrol","12.2","95000","Sportwagon 3.2 JTS 24V Q4 AUTOMATIC","35"
"alfa-romeo","Alfa Romeo 159","red","2007-11-01","2007","2007.0","136","136","Automatic","Petrol","9.2","156000","2.2 JTS 16V","11"
"alfa-romeo","Alfa Romeo Brera","red","2007-07-01","2007","2007.0","136","136","Manual","Petrol","9.2","179800","2.2 JTS 16V Selespeed Sky View","30"
"alfa-romeo","Alfa Romeo Spider","red","2007-05-01","2007","2007.0","147","147","Manual","Diesel","6.8","89000","2.4 JTDM 20V DPF","16"
"alfa-romeo","Alfa Romeo Spider","black","2007-05-01","2007","2007.0","136","136","Manual","Petrol","9.4","80160","2.2 JTS 16V Exclusive","21"
"alfa-romeo","Alfa Romeo Spider","black","2007-07-01","2007","2007.0","136","136","Manual","Petrol","9.4","96933","2.2 JTS 16V Exclusive TEMPOMAT PDC EL. SITZE MEMOR","50"
"alfa-romeo","Alfa Romeo 147","black","2007-03-01","2007","2007.0","88","88","Manual","Petrol","8.2","217000","Brera 2.4 JTDM 20V DPF Sky View","31"
"alfa-romeo","Alfa Romeo Brera","black","2007-12-01","2007","2007.0","154","154","Manual","Diesel","6.8","168000","Sportwagon 2.2 JTS 16V Distinctive","34"
"alfa-romeo","Alfa Romeo 159","black","2007-07-01","2007","2007.0","136","136","Manual","Petrol","8.0","188000","2.2 JTS 16V ti","14"
"alfa-romeo","Alfa Romeo 159","black","2007-06-01","2007","2007.0","136","136","Manual","Petrol","9.2","185000","2.4 JTDM 20V Distinctive 159 (140)","34"
"alfa-romeo","Alfa Romeo Sportwagon","black","2007-12-01","2007","2007.0","147","147","Manual","Diesel","6.9","180000","2.4 JTDM 20Ve Distinctiv","24"
"alfa-romeo","Alfa Romeo 159","black","2007-08-01","2007","2007.0","147","147","Manual","Diesel","6.8","249000","Spider 2.2 JTS 16V","18"
"alfa-romeo","Alfa Romeo Spider","black","2007-07-01","2007","2007.0","136","136","Manual","Petrol","9.4","193000","Sportwagon 1.9 JTDM 16V DPF Q-Tronic ti","39"
"alfa-romeo","Alfa Romeo 159","black","2007-05-01","2007","2007.0","110","110","Automatic","Diesel","7.2","260000","159 Sportwagon 1.9 JTDM 16V DPF Impression","42"
"alfa-romeo","Alfa Romeo 159","black","2007-07-01","2007","2007.0","110","110","Manual","Diesel","6.1","203000","2.2 JTS 16V Exclusive-TÜV NEU-06.2025 o.M","41"
"alfa-romeo","Alfa Romeo Spider","black","2007-10-01","2007","2007.0","136","136","Manual","Petrol","9.4","156000","1.9 JTD 8V M-Jet DPF Sportiva","29"
"alfa-romeo","Alfa Romeo 147","black","2007-12-01","2007","2007.0","88","88","Manual","Diesel","5.8","230000","2.4JTDM 20V DPFExclusive,1.Hand,Scheckh.Tüv5/24","47"
"alfa-romeo","Alfa Romeo Spider","black","2007-03-01","2007","2007.0","147","147","Manual","Diesel","6.8","166500","2.2 JTS 16V Exclusive","21"
"alfa-romeo","Alfa Romeo Spider","black","2007-04-01","2007","2007.0","136","136","Manual","Petrol","9.4","126700","Sportwagon 1.9 JTDM 16V DPF","27"
"alfa-romeo","Alfa Romeo 159","silver","2007-11-01","2007","2007.0","191","191","Automatic","Petrol","12.3","111000","159 Sportwagon 3.2 JTS 24V Q4 Q-Tronic Distinctive","50"
"alfa-romeo","Alfa Romeo 159","silver","2007-07-01","2007","2007.0","110","110","Manual","Diesel","6.0","197000","1.9 JTDM 16V DPF Impression","27"
"alfa-romeo","Alfa Romeo 159","silver","2007-03-01","2007","2007.0","147","147","Automatic","Diesel","8.1","200000","Sportwagon 2.4 JTDM 20V DPF Automatik Progression","49"
"alfa-romeo","Alfa Romeo 159","grey","2008-02-01","2008","2008.0","191","191","Manual","Petrol","12.2","117000","3.2 JTS V6 24V Q4 Q-Tronic Distinctive","38"
"alfa-romeo","Alfa Romeo Spider","grey","2008-06-01","2008","2008.0","147","147","Automatic","Diesel","7.9","92500","Spider 2.4 JTDM 20V DPF Automatik Q-Tronic","42"
"alfa-romeo","Alfa Romeo Spider","grey","2008-06-01","2008","2008.0","134","134","Manual","Petrol","9.2","164300","2.2 JTS 16V","11"
"alfa-romeo","Alfa Romeo 159","grey","2008-10-01","2008","2008.0","110","110","Manual","Diesel","6.0","142000","Sportwagon 1.9 JTDM 16V DPF","27"
"alfa-romeo","Alfa Romeo MiTo","red","2008-07-01","2008","2008.0","114","114","Manual","Petrol","6.5","158122","Turismo","7"
"alfa-romeo","Alfa Romeo MiTo","red","2008-10-01","2008","2008.0","114","114","Manual","Petrol","6.5","139000","Turismo~TEMPOMAT~PDC~KLIMA","26"
"alfa-romeo","Alfa Romeo Spider","red","2008-05-01","2008","2008.0","147","147","Manual","Diesel","6.8","117000","Spider 2.4 JTDM 20V DPF","23"
"alfa-romeo","Alfa Romeo MiTo","red","2008-10-01","2008","2008.0","70","70","Manual","Petrol","5.9","140000","1.4","3"
"alfa-romeo","Alfa Romeo 147","black","2008-11-01","2008","2008.0","77","77","Manual","Petrol","8.2","138061","*Allwetterreifen/Bluetooth/Alufelgen*","37"
"alfa-romeo","Alfa Romeo Spider","black","2008-08-01","2008","2008.0","136","136","Manual","Petrol","9.2","56600","Spider 2.2 JTS 16V","18"
"alfa-romeo","Alfa Romeo Spider","black","2008-06-01","2008","2008.0","154","154","Manual","Diesel","6.8","223890","2.4 JTD 20V Spider (177)    Ti  Alufelgen","41"
"alfa-romeo","Alfa Romeo Brera","black","2008-02-01","2008","2008.0","136","136","Manual","Petrol","9.4","235960","2.2 JTS 16V Sky View","20"
"alfa-romeo","Alfa Romeo 159","black","2008-07-01","2008","2008.0","154","154","Manual","Diesel","6.9","249000","Sportwagon 2.4 JTDM 20V DPF Elegante","36"
"alfa-romeo","Alfa Romeo Alfa 6","black","2008-07-01","2008","2008.0","77","77","Manual","Petrol","8.2","154000","1. TS 1V Basis 147 TÜV 07/2024","30"
"alfa-romeo","Alfa Romeo 159","black","2008-06-01","2008","2008.0","154","154","Manual","Diesel","6.8","235000","Bastel Schlacht 2.4 JTDM 20V DPF Distinctive","44"
"alfa-romeo","Alfa Romeo Brera","black","2008-06-01","2008","2008.0","154","154","Manual","Diesel","6.8","138800","2.4 JTDM 20V DPF","16"
"alfa-romeo","Alfa Romeo GT","black","2008-09-01","2008","2008.0","110","110","Manual","Diesel","6.2","296000","GT 1.9 JTD M-Jet Distinctive","28"
"alfa-romeo","Alfa Romeo","black","2008-10-01","2008","2008.0","110","110","Manual","Diesel","6.0","221868","159 1.9 JTDM 16V Elegante","25"
"alfa-romeo","Alfa Romeo 159","black","2008-12-01","2008","2008.0","103","103","Manual","Petrol","7.7","170900","Impression KLIMA elektr. Fenster/Spieg.","39"
"alfa-romeo","Alfa Romeo 159","black","2008-09-01","2008","2008.0","147","147","Automatic","Diesel","8.1","249500","Sportwagon 2.4 JTDM 20V DPF Automatik Distinctive","49"
"alfa-romeo","Alfa Romeo Spider","black","2008-04-01","2008","2008.0","147","147","Manual","Diesel","6.8","111000","2.4 JTDM 20V DPF Exclusive","26"
"alfa-romeo","Alfa Romeo MiTo","black","2008-12-01","2008","2008.0","114","114","Manual","Petrol","6.5","195000","Turismo 1,4,Klima,Alu, Tüv  04/2024","35"
"alfa-romeo","Alfa Romeo Brera","black","2008-10-01","2008","2008.0","136","136","Manual","Petrol","9.2","188999","2.2 JTS 16V Selespeed Sky View","30"
"alfa-romeo","Alfa Romeo GT","black","2008-01-01","2008","2008.0","110","110","Manual","Diesel","6.2","280000","1.9 JTD M-Jet DPF Distinctive","29"
"alfa-romeo","Alfa Romeo 159","black","2008-12-01","2008","2008.0","154","154","Manual","Diesel","6.9","139000","Sportwagon 2.4 JTDM 20V DPF ti","30"
"alfa-romeo","Alfa Romeo GT","silver","2008-11-01","2008","2008.0","122","122","Manual","Petrol","8.7","147000","2.0 16V JTS Distinctive","23"
"alfa-romeo","Alfa Romeo Spider","white","2008-10-01","2008","2008.0","147","147","Automatic","Diesel","7.9","140000","Spider 2.4 JTDM 20V DPF Aut.","28"
"alfa-romeo","Alfa Romeo 147","white","2008-05-01","2008","2008.0","77","77","Manual","Petrol","8.2","197000","1.6 Twin Spark ECO Progression","30"
"alfa-romeo","Alfa Romeo MiTo","white","2008-10-01","2008","2008.0","70","70","Manual","Petrol","5.9","144570","1.4 16V","7"
"alfa-romeo","Alfa Romeo 147","white","2008-05-01","2008","2008.0","77","77","Manual","Petrol","6.2","197000","1.6 TS 16V","10"
"alfa-romeo","Alfa Romeo 147","white","2008-05-01","2008","2008.0","77","77","Manual","Petrol","8.2","194000","1.6 TS 16V","10"
"alfa-romeo","Alfa Romeo MiTo","yellow","2009-06-01","2009","2009.0","70","70","Manual","Petrol","5.9","252300","1.4 16V Turismo","15"
"alfa-romeo","Alfa Romeo 159","red","2009-12-01","2009","2009.0","103","103","Manual","Petrol","7.9","130258","Sportwagon 1.8 Basis Bi-Xenon Navi DAB","38"
"alfa-romeo","Alfa Romeo MiTo","red","2009-07-01","2009","2009.0","114","114","Manual","Petrol","6.5","163000","Turismo (145)","13"
"alfa-romeo","Alfa Romeo MiTo","red","2009-05-01","2009","2009.0","184","184","Manual","Petrol","6.5","18000","*LIEBHABERFAHRZEUG*","19"
"alfa-romeo","Alfa Romeo 159","red","2009-07-01","2009","2009.0","147","147","Manual","Petrol","8.0","134000","159 Sportwagon 1.8 TBI 16V , Ti, Tourismo","41"
"alfa-romeo","Alfa Romeo Spider","red","2009-01-01","2009","2009.0","136","136","Automatic","Petrol","9.4","65300","2.2 JTS 16V Selespeed Leder Navi Klima ABS Sitzhei","50"
"alfa-romeo","Alfa Romeo MiTo","red","2009-05-01","2009","2009.0","114","114","Manual","Petrol","6.5","125000","1.4 TJet Turismo, Klimaautom., HU neu !","39"
"alfa-romeo","Alfa Romeo MiTo","red","2009-05-01","2009","2009.0","114","114","Manual","Petrol","6.5","174900","1.4Turismo/Euro5Tempomat/Klima/PDC Top Optik","44"
"alfa-romeo","Alfa Romeo MiTo","red","2009-05-01","2009","2009.0","114","114","Manual","Petrol","6.5","17500","Turismo Klima Xenon Navi Einparkhilfe Sitzheizung","49"
"alfa-romeo","Alfa Romeo Spider","red","2009-09-01","2009","2009.0","191","191","Manual","Petrol","11.5","5390","3.2 V6 JTS 24V Q4 Exclusive Spider (177)","40"
"alfa-romeo","Alfa Romeo MiTo","red","2009-03-01","2009","2009.0","70","70","Manual","Petrol","5.9","171000","1.4 16V Turismo","15"
"alfa-romeo","Alfa Romeo MiTo","red","2009-07-01","2009","2009.0","70","70","Manual","Petrol","5.9","88000","Mito 1.4 16V Turismo","20"
"alfa-romeo","Alfa Romeo MiTo","red","2009-10-01","2009","2009.0","70","70","Manual","Petrol","5.9","148000","Turismo (145)  KLIMA TÜV BIS 01-2025","36"
"alfa-romeo","Alfa Romeo MiTo","red","2009-07-01","2009","2009.0","58","58","Manual","Petrol","5.9","56000","1.4 * 1. Hand * Allwetterreifen * 56000KM!!","43"
"alfa-romeo","Alfa Romeo MiTo","red","2009-10-01","2009","2009.0","58","58","Manual","Petrol","5.9","119000","1.4 *Tüv & Service NEU*","23"
"alfa-romeo","Alfa Romeo MiTo","red","2009-05-01","2009","2009.0","114","114","Manual","Petrol","6.5","106885","Turismo Distinctive","19"
"alfa-romeo","Alfa Romeo MiTo","red","2009-09-01","2009","2009.0","88","88","Manual","Diesel","4.6","216000","1.6 JTDM Turismo","16"
"alfa-romeo","Alfa Romeo MiTo","red","2009-09-01","2009","2009.0","70","70","Manual","Petrol","5.9","200000","1.4 16V","7"
"alfa-romeo","Alfa Romeo MiTo","black","2009-06-01","2009","2009.0","58","58","Manual","Petrol","5.9","87000","1.4 Klima","9"
"alfa-romeo","Alfa Romeo MiTo","black","2009-07-01","2009","2009.0","70","70","Manual","Petrol","5.9","60000","Turismo","7"
"alfa-romeo","Alfa Romeo MiTo","black","2009-07-01","2009","2009.0","70","70","Manual","Petrol","5.9","228500","Basis*KLIMA*LED*FAHRASSIST*TAGFAHRLICHT*TÜV","43"
"alfa-romeo","Alfa Romeo","black","2009-06-01","2009","2009.0","77","77","Manual","Petrol","8.2","125140","147 1.6 TS 16V Basis Klima Alu Navi","35"
"alfa-romeo","Alfa Romeo MiTo","black","2009-06-01","2009","2009.0","58","58","Manual","Petrol","5.9","119736","1.4 16V","7"
"alfa-romeo","Alfa Romeo 159","black","2009-02-01","2009","2009.0","103","103","Manual","Petrol","7.9","97000","Sportswagon 1,8 Liter / GARANTIE /","34"
"alfa-romeo","Alfa Romeo 147","black","2009-11-01","2009","2009.0","77","77","Manual","Petrol","8.2","161350","Alfa Romeo 147 1.6 TS Corse TÜV Neu!","36"
"alfa-romeo","Alfa Romeo 159","black","2009-12-01","2009","2009.0","147","147","Manual","Petrol","8.0","145000","Sportwagon 1.8 TBI 16V - Scheckheft","35"
"alfa-romeo","Alfa Romeo 159","black","2009-09-01","2009","2009.0","147","147","Manual","Petrol","8.0","123000","159 Sportwagon 1.8 TBI 16V","26"
"alfa-romeo","Alfa Romeo 159","black","2009-07-01","2009","2009.0","147","147","Manual","Petrol","8.1","92590","1.8 TB 16V Top gepflegt","23"
"alfa-romeo","Alfa Romeo 159","black","2009-04-01","2009","2009.0","147","147","Manual","Petrol","8.1","127000","1.8 TBi 16V Turismo *XENON*KLIMATRONIC*","39"
"alfa-romeo","Alfa Romeo 159","black","2009-05-01","2009","2009.0","147","147","Manual","Petrol","8.3","159200","Sportwagon 1.8 TBi 16V Turismo HU Neu","37"
"alfa-romeo","Alfa Romeo 159","black","2009-03-01","2009","2009.0","154","154","Manual","Diesel","6.9","160000","Sportwagon 2.4 JTDM 20V DPF Distintive","38"
"alfa-romeo","Alfa Romeo 159","black","2009-03-01","2009","2009.0","136","136","Manual","Petrol","9.2","167000","2.2 JTS 16V ti *1.Hand*","23"
"alfa-romeo","Alfa Romeo MiTo","black","2009-09-01","2009","2009.0","88","88","Manual","Diesel","4.6","216142","1.6 JTDM","8"
"alfa-romeo","Alfa Romeo 147","black","2009-11-01","2009","2009.0","77","77","Manual","Petrol","8.2","59101","1.6 TS 16V","10"
"alfa-romeo","Alfa Romeo Spider","black","2009-04-01","2009","2009.0","136","136","Manual","Petrol","9.2","77000","2.2 JTS 16V","11"
"alfa-romeo","Alfa Romeo Brera","black","2009-12-01","2009","2009.0","147","147","Manual","Petrol","8.1","149736","1.8 16V TBi","11"
"alfa-romeo","Alfa Romeo 159","black","2009-03-01","2009","2009.0","110","110","Manual","Diesel","6.0","171200","Sportwagon 1.9 JTDM 16V DPF","27"
"alfa-romeo","Alfa Romeo MiTo","black","2009-05-01","2009","2009.0","88","88","Manual","Petrol","6.1","77000","1.4 Turismo/VOLL SHEFT/1HAND/PDC/TEMP/8FACH","43"
"alfa-romeo","Alfa Romeo MiTo","black","2009-05-01","2009","2009.0","88","88","Manual","Diesel","4.8","209030","1.6 120PS JTDm SHZ Tempomat HU bis 10 2024","42"
"alfa-romeo","Alfa Romeo MiTo","black","2009-02-01","2009","2009.0","70","70","Manual","Petrol","5.9","139223","Turismo","7"
"alfa-romeo","Alfa Romeo MiTo","black","2009-04-01","2009","2009.0","66","66","Manual","Diesel","4.5","102000","Turismo (145) DIESEL 1-3 KLIMA ZV CD RD ABS","43"
"alfa-romeo","Alfa Romeo MiTo","black","2009-07-01","2009","2009.0","114","114","Manual","Petrol","6.5","70850","1.4 T-jet 155PS „TÜV, KD NEU“","29"
"alfa-romeo","Alfa Romeo MiTo","black","2009-08-01","2009","2009.0","88","88","Manual","Petrol","6.1","133500","Turismo RATENKAUF OHNE BANK+TÜV NEU","35"
"alfa-romeo","Alfa Romeo GT","silver","2009-07-01","2009","2009.0","122","122","Manual","Petrol","8.7","107582","2","1"
"alfa-romeo","Alfa Romeo Brera","silver","2009-08-01","2009","2009.0","136","136","Manual","Petrol","9.2","105000","2.2 JTS 16V","11"
"alfa-romeo","Alfa Romeo Spider","silver","2009-08-01","2009","2009.0","147","147","Manual","Diesel","6.8","73000","2.4 JTD 20V Exclusive","21"
"alfa-romeo","Alfa Romeo MiTo","white","2009-07-01","2009","2009.0","70","70","Manual","Petrol","5.9","136200","Turismo Tüv,- Kundendienst Neu Leder Klima Alu","46"
"alfa-romeo","Alfa Romeo Brera","white","2009-02-01","2009","2009.0","154","154","Manual","Diesel","6.8","99000","Brera 2.4 JTDM 20V DPF Sky View","31"
"alfa-romeo","Alfa Romeo 159","white","2009-04-01","2009","2009.0","154","154","Manual","Diesel","6.9","190000","Sportwagon 2.4 JTDM 20V DPF Turismo","35"
"alfa-romeo","Alfa Romeo 159","white","2009-11-01","2009","2009.0","147","147","Manual","Petrol","8.0","142000","Sportwagon 1.8 TBI 16V TI 200PS","31"
"alfa-romeo","Alfa Romeo Sportwagon","white","2009-07-01","2009","2009.0","103","103","Manual","Petrol","7.9","172000","1.8 Basis 159 (140)","19"
"alfa-romeo","Alfa Romeo Spider","white","2009-03-01","2009","2009.0","136","136","Manual","Petrol","9.2","73500","2.2 JTS 16V","11"
"alfa-romeo","Alfa Romeo Spider","white","2009-03-01","2009","2009.0","136","136","Manual","Petrol","9.2","64000","Spider 2.2 JTS 16V","18"
"alfa-romeo","Alfa Romeo Spider","white","2009-01-01","2009","2009.0","136","136","Manual","Petrol","9.4","211000","2.2 JTS 16V Leder Xenon Navi PDC ALU","36"
"alfa-romeo","Alfa Romeo MiTo","white","2009-09-01","2009","2009.0","58","58","Manual","Petrol","5.9","200000","1.4 16V, GLASDACH ! 6 GANG , TÜV NEU !","38"
"alfa-romeo","Alfa Romeo MiTo","white","2009-06-01","2009","2009.0","70","70","Manual","Petrol","5.9","132500","Mito 1.4 16V 8 fach Bereift","27"
"alfa-romeo","Alfa Romeo Spider","white","2009-04-01","2009","2009.0","136","136","Manual","Petrol","9.4","63000","2.2 JTS 16V Xen Klima","21"
"alfa-romeo","Alfa Romeo MiTo","beige","2010-07-01","2010","2010.0","58","58","Manual","Petrol","5.9","167000","1.4 16V","7"
"alfa-romeo","Alfa Romeo GT","blue","2010-01-01","2010","2010.0","110","110","Manual","Diesel","6.7","116000","1.9 JTD 16V M-Jet Quadrifoglio Verde|Xenon|","43"
"alfa-romeo","Alfa Romeo Sportwagon","blue","2010-04-01","2010","2010.0","88","88","Manual","Diesel","5.3","237000","1.9 JTDM 8V Basis Eco 159 (140)","31"
"alfa-romeo","Alfa Romeo Giulietta","grey","2010-09-01","2010","2010.0","125","125","Manual","Petrol","6.4","163870","Turismo 1.4 TB 16V MultiAir Navi-Leder","38"
"alfa-romeo","Alfa Romeo Giulietta","grey","2010-12-01","2010","2010.0","125","125","Manual","Petrol","6.4","117000","Turismo (191)","13"
"alfa-romeo","Alfa Romeo Spider","grey","2010-08-01","2010","2010.0","147","147","Manual","Petrol","8.2","145500","1.8 TBi 16V Italia Independent","30"
"alfa-romeo","Alfa Romeo Giulietta","red","2010-11-01","2010","2010.0","125","125","Manual","Diesel","4.9","164940","Turismo/So+Wi.R/KLIMAAUT","24"
"alfa-romeo","Alfa Romeo Giulietta","red","2010-11-01","2010","2010.0","88","88","Manual","Petrol","6.6","147866","Turismo (191)","13"
"alfa-romeo","Alfa Romeo GTV","red","2010-01-01","2010","2010.0","110","110","Manual","Petrol","9.2","650","2.0 T.Spark 16V Base","20"
"alfa-romeo","Alfa Romeo Spider","red","2010-03-01","2010","2010.0","147","147","Manual","Petrol","8.2","96500","1.8 TBi 16V","11"
"alfa-romeo","Alfa Romeo MiTo","red","2010-05-01","2010","2010.0","70","70","Manual","Petrol","5.9","208000","Turismo - 1.4 - Klima - Alu","27"
"alfa-romeo","Alfa Romeo Giulietta","black","2010-08-01","2010","2010.0","88","88","Manual","Petrol","6.6","143500","Giulietta Turismo 1.4Bi- Xenon Tempomat 1.Hand","46"
"alfa-romeo","Alfa Romeo MiTo","black","2010-11-01","2010","2010.0","58","58","Manual","Petrol","5.9","135960","Junior 1.4 16V mit Sport-Paket! TOP!","36"
"alfa-romeo","Alfa Romeo Giulietta","black","2010-09-01","2010","2010.0","125","125","Manual","Diesel","4.9","166544","Turismo 2.0-SHZ-Scheckheft-TÜV NEU","34"
"alfa-romeo","Alfa Romeo Giulietta","black","2010-10-01","2010","2010.0","173","173","Manual","Petrol","7.6","64987","1.8 TBI Giulietta Quadrifoglio Verde Sport BiXen","48"
"alfa-romeo","Alfa Romeo 159","black","2010-10-01","2010","2010.0","125","125","Manual","Diesel","5.5","189000","KLIMAAUTOMATIK, AHK., START&STOP, PDC","37"
"alfa-romeo","Alfa Romeo Giulietta","black","2010-11-01","2010","2010.0","173","173","Manual","Petrol","7.6","125000","1750 tbi Quadrifoglio Verde 235cv","33"
"alfa-romeo","Alfa Romeo MiTo","black","2010-06-01","2010","2010.0","70","70","Manual","Petrol","5.9","179374","Rechtslenker/ 1,4l","18"
"alfa-romeo","Alfa Romeo Brera","black","2010-05-01","2010","2010.0","125","125","Manual","Diesel","5.4","208000","2.0 JTDM 16V DPF Turismo Internationale","39"
"alfa-romeo","Alfa Romeo MiTo","black","2010-09-01","2010","2010.0","58","58","Manual","Petrol","5.9","95800","Mito 1.4 16V Junior","19"
"alfa-romeo","Alfa Romeo 159","black","2010-07-01","2010","2010.0","125","125","Manual","Diesel","5.4","183750","159 Sportwagon 2.0 JTDM 16V DPF Turismo","39"
"alfa-romeo","Alfa Romeo MiTo","black","2010-09-01","2010","2010.0","70","70","Manual","Petrol","5.9","126500","1.4 16V","7"
"alfa-romeo","Alfa Romeo Spider","black","2010-01-01","2010","2010.0","147","147","Manual","Petrol","8.2","96700","1.8 TBi 16V / TÜV + Zahnriemen neu","34"
"alfa-romeo","Alfa Romeo 159","black","2010-09-01","2010","2010.0","110","110","Automatic","Diesel","6.8","296000","1.9 JTDM 16V DPF Q-Tronic","25"
"alfa-romeo","Alfa Romeo Spider","black","2010-06-01","2010","2010.0","147","147","Manual","Petrol","8.2","97000","1.8 16V TBi Spider - Leder, Navi -","34"
"alfa-romeo","Alfa Romeo MiTo","black","2010-08-01","2010","2010.0","70","70","Manual","Petrol","5.9","163000","Junior (145) *Sportauspuff","26"
"alfa-romeo","Alfa Romeo MiTo","black","2010-04-01","2010","2010.0","70","70","Manual","Petrol","5.9","157000","1.4 Turismo*SPORTPAKET*LEDER*PANORAMA*EURO5","43"
"alfa-romeo","Alfa Romeo MiTo","black","2010-04-01","2010","2010.0","70","70","Manual","Petrol","5.9","65200","1.4 16V","7"
"alfa-romeo","Alfa Romeo MiTo","black","2010-08-01","2010","2010.0","70","70","Unknown","Petrol","5.9","193000","Turismo  Zahnriemen neu Scheckheft gepflegt","43"
"alfa-romeo","Alfa Romeo MiTo","black","2010-08-01","2010","2010.0","70","70","Manual","Petrol","5.9","163000","1.4 16V","7"
"alfa-romeo","Alfa Romeo 159","silver","2010-10-01","2010","2010.0","147","147","Manual","Petrol","8.0","222400","159 Sportwagon 1.8 TBI 16V Turismo Vollausstattung","50"
"alfa-romeo","Alfa Romeo 159","silver","2010-06-01","2010","2010.0","125","125","Manual","Diesel","5.3","207000","2.0 JTDM 16V DPF Turismo","24"
"alfa-romeo","Alfa Romeo MiTo","silver","2010-05-01","2010","2010.0","99","99","Manual","Petrol","5.6","71288","Mito TB 1.4 16V MultiAir","24"
"alfa-romeo","Alfa Romeo 8C","white","2010-03-01","2010","2010.0","331","331","Semi-automatic","Petrol","16.8","29400","Spider, limitierte Serie","24"
"alfa-romeo","Alfa Romeo Giulietta","white","2010-10-01","2010","2010.0","125","125","Manual","Petrol","5.8","137500","1.4 TB Vollleder Rot","20"
"alfa-romeo","Alfa Romeo MiTo","white","2010-07-01","2010","2010.0","88","88","Manual","Diesel","4.6","207000","1.6 JTDM Turismo TÜV/Zahnriemen/Service NEU","43"
"alfa-romeo","Alfa Romeo MiTo","white","2010-12-01","2010","2010.0","70","70","Manual","Petrol","5.9","107000","1.4 16V","7"
"alfa-romeo","Alfa Romeo Spider","white","2010-06-01","2010","2010.0","125","125","Manual","Diesel","5.4","115000","2.0 JTDM 16V DPF, Bose origi. Navi Facelift Euro 5","50"
"alfa-romeo","Alfa Romeo Brera","white","2010-08-01","2010","2010.0","147","147","Manual","Petrol","8.1","202000","1750 tbi 200cv","14"
"alfa-romeo","Alfa Romeo Giulietta","blue","2011-10-01","2011","2011.0","103","103","Manual","Diesel","4.5","126021","Turismo 2.0 JTDM 16V  NAVI/SHZ/PDC","34"
"alfa-romeo","Alfa Romeo MiTo","brown","2011-09-01","2011","2011.0","77","77","Manual","Petrol","5.7","141393","1.4 Super","9"
"alfa-romeo","Alfa Romeo MiTo","red","2011-06-01","2011","2011.0","99","99","Manual","Petrol","5.6","65000","1.4 TB MultiAir Klima Alu 135PS","31"
"alfa-romeo","Alfa Romeo Giulietta","red","2011-05-01","2011","2011.0","88","88","Manual","Petrol","6.4","103100","GIULIETTA 120PS TURISMO PDC KLIMA SERVICE NEU","45"
"alfa-romeo","Alfa Romeo Giulietta","red","2011-03-01","2011","2011.0","125","125","Manual","Petrol","6.4","67000","Turismo 1.Hand Serviceheft SHZ 8.Fachb","38"
"alfa-romeo","Alfa Romeo MiTo","red","2011-06-01","2011","2011.0","77","77","Manual","Petrol","5.7","69000","Super 2.HAND* Xenon*Klimaaut.*17""*69tkm*","40"
"alfa-romeo","Alfa Romeo Giulietta","red","2011-08-01","2011","2011.0","88","88","Manual","Petrol","6.4","144759","1.4 TB 16V Super","16"
"alfa-romeo","Alfa Romeo Giulietta","red","2011-11-01","2011","2011.0","125","125","Automatic","Diesel","4.5","100000","2.0 JTDM 16V TCT Turismo","24"
"alfa-romeo","Alfa Romeo Giulietta","red","2011-09-01","2011","2011.0","88","88","Manual","Petrol","6.4","68000","1.4 TB 16V Super","16"
